Time,Zeroed,Temp1,Temp2
1665.4,-0.15,1,3
1665.6,-0.2,2,4
1665.8,-0.3,1,15
1666,-0.2,4,13
1666.2,-0.15,5,3
1666.4,-0.1,2,3
1666.6,-0.3,5,12
1666.8,-0.15,3,6
1667,-0.3,2,14
1667.2,-0.1,1,14
1667.4,-0.1,4,8
1667.6,-0.35,5,4
1667.8,-0.4,10,6
1668,-0.15,3,13
1668.2,-0.45,7,9
1668.4,-0.2,8,7
1668.6,-0.2,3,15
1668.8,-0.2,1,12
1669,-0.3,2,7
1669.2,-0.3,7,6
1669.4,-0.3,3,12
1669.6,-0.2,5,14
1669.8,-0.45,0,15
1670,-0.15,9,7
1670.2,-0.2,1,7
1670.4,-0.1,1,14
1670.6,-0.15,2,11
1670.8,-0.3,1,15
1671,-0.25,4,12
1671.2,-0.15,8,7
1671.4,-0.4,1,6
1671.6,-0.35,6,10
1671.8,-0.3,0,15
1672,-0.15,9,3
1672.2,-0.25,1,10
1672.4,-0.2,2,3
1672.6,-0.45,7,14
1672.8,-0.35,4,5
1673,-0.35,1,8
1673.2,-0.4,2,14
1673.4,-0.25,7,14
1673.6,-0.25,5,4
1673.8,-0.3,5,11
1674,-0.4,3,13
1674.2,-0.35,9,5
1674.4,-0.15,2,8
1674.6,-0.3,0,12
1674.8,-0.15,5,13
1675,-0.3,3,7
1675.2,-0.35,6,3
1675.4,-0.25,8,10
1675.6,-0.3,4,6
1675.8,-0.25,5,8
1676,-0.15,1,6
1676.2,-0.4,0,8
1676.4,-0.4,10,8
1676.6,-0.3,0,12
1676.8,-0.3,5,9
1677,-0.3,3,11
1677.2,-0.4,5,4
1677.4,-0.2,9,12
1677.6,-0.2,3,12
1677.8,-0.45,6,13
1678,-0.05,10,6
1678.2,-0.15,4,5
1678.4,-0.2,10,13
1678.6,-0.3,0,15
1678.8,0,3,10
1679,-0.25,9,3
1679.2,-0.3,6,11
1679.4,-0.4,2,14
1679.6,-0.15,9,13
1679.8,-0.5,0,6
1680,-0.2,2,9
1680.2,-0.15,2,5
1680.4,-0.25,7,9
1680.6,-0.35,8,3
1680.8,-0.5,7,12
1681,-0.3,9,8
1681.2,-0.25,7,5
1681.4,-0.45,1,13
1681.6,-0.1,10,4
1681.8,-0.3,10,14
1682,-0.2,1,7
1682.2,-0.3,8,8
1682.4,-0.4,3,15
1682.6,-0.25,4,6
1682.8,-0.15,7,12
1683,-0.4,5,14
1683.2,-0.3,4,13
1683.4,-0.35,2,12
1683.6,-0.2,1,4
1683.8,-0.4,5,3
1684,-0.1,7,14
1684.2,-0.2,1,13
1684.4,-0.2,8,8
1684.6,-0.2,9,8
1684.8,-0.35,3,6
1685,-0.05,5,8
1685.2,-0.3,2,7
1685.4,-0.2,8,12
1685.6,-0.15,2,3
1685.8,-0.25,10,9
1686,-0.25,6,4
1686.2,-0.15,0,12
1686.4,-0.4,0,12
1686.6,-0.15,10,3
1686.8,-0.05,2,8
1687,-0.15,9,6
1687.2,-0.3,1,12
1687.4,-0.3,3,12
1687.6,-0.35,1,12
1687.8,-0.2,0,3
1688,-0.3,3,13
1688.2,-0.6,0,6
1688.4,-0.3,1,5
1688.6,-0.4,6,8
1688.8,-0.35,0,4
1689,-0.25,8,14
1689.2,-0.2,10,3
1689.4,-0.35,1,10
1689.6,-0.35,1,11
1689.8,0,0,11
1690,-0.3,6,7
1690.2,-0.35,7,5
1690.4,-0.15,7,15
1690.6,-0.4,6,7
1690.8,-0.2,7,9
1691,-0.25,5,4
1691.2,-0.2,9,7
1691.4,-0.2,0,11
1691.6,-0.4,3,3
1691.8,-0.4,0,15
1692,-0.45,9,8
1692.2,-0.3,3,9
1692.4,-0.05,10,12
1692.6,-0.25,10,14
1692.8,-0.4,9,12
1693,-0.15,3,3
1693.2,-0.35,5,13
1693.4,-0.3,0,9
1693.6,-0.2,9,15
1693.8,-0.25,7,14
1694,-0.3,10,14
1694.2,-0.15,10,6
1694.4,-0.2,1,14
1694.6,-0.3,9,10
1694.8,-0.35,8,11
1695,-0.5,6,5
1695.2,-0.4,3,7
1695.4,-0.35,2,14
1695.6,-0.25,10,6
1695.8,0.05,4,8
1696,-0.25,1,8
1696.2,-0.3,6,10
1696.4,-0.2,0,12
1696.6,-0.25,0,10
1696.8,-0.25,5,14
1697,-0.35,2,3
1697.2,-0.35,5,11
1697.4,-0.1,9,4
1697.6,-0.3,1,3
1697.8,-0.5,10,4
1698,-0.35,3,14
1698.2,-0.3,6,12
1698.4,-0.25,6,13
1698.6,-0.4,3,4
1698.8,-0.45,10,13
1699,-0.4,10,6
1699.2,-0.35,6,9
1699.4,-0.2,5,4
1699.6,-0.3,5,14
1699.8,-0.2,8,9
1700,-0.4,9,5
1700.2,-0.15,7,12
1700.4,-0.15,10,12
1700.6,-0.45,7,14
1700.8,-0.3,1,14
1701,-0.4,4,3
1701.2,-0.35,2,5
1701.4,-0.25,9,14
1701.6,-0.45,1,14
1701.8,-0.2,6,11
1702,-0.35,7,10
1702.2,-0.15,3,7
1702.4,-0.3,0,11
1702.6,-0.4,4,3
1702.8,-0.3,5,8
1703,-0.35,5,7
1703.2,0,0,11
1703.4,-0.3,5,4
1703.6,-0.35,6,10
1703.8,-0.25,1,3
1704,-0.35,2,10
1704.2,-0.15,6,3
1704.4,-0.2,4,6
1704.6,-0.2,3,9
1704.8,-0.15,7,14
1705,-0.6,8,8
1705.2,-0.2,4,13
1705.4,-0.35,5,14
1705.6,-0.1,8,13
1705.8,-0.05,4,12
1706,-0.4,3,9
1706.2,-0.35,2,14
1706.4,-0.2,10,3
1706.6,-0.3,10,5
1706.8,0,0,9
1707,-0.2,5,11
1707.2,-0.35,2,9
1707.4,-0.35,0,10
1707.6,-0.4,6,13
1707.8,-0.15,0,7
1708,-0.25,5,15
1708.2,-0.4,5,11
1708.4,-0.3,10,8
1708.6,-0.3,6,11
1708.8,-0.25,1,7
1709,-0.1,10,15
1709.2,-0.25,3,13
1709.4,-0.3,5,11
1709.6,-0.15,0,5
1709.8,-0.4,10,9
1710,-0.25,1,6
1710.2,-0.2,7,9
1710.4,-0.3,6,12
1710.6,-0.4,0,5
1710.8,-0.25,7,10
1711,-0.3,2,11
1711.2,-0.3,1,13
1711.4,-0.3,8,6
1711.6,-0.2,10,6
1711.8,-0.25,9,12
1712,-0.2,6,14
1712.2,-0.3,0,14
1712.4,-0.25,4,11
1712.6,-0.45,5,13
1712.8,-0.3,10,11
1713,-0.25,6,14
1713.2,-0.4,7,11
1713.4,-0.35,0,6
1713.6,41,6,5
1713.8,22.85,9,5
1714,14.95,0,8
1714.2,16.75,10,11
1714.4,80.8,4,11
1714.6,126.602,0,3
1714.8,144.9,8,11
1715,161.9,6,13
1715.2,164.4,7,12
1715.4,163.252,6,13
1715.6,142.452,3,6
1715.8,161.848,4,15
1716,142.9,10,11
1716.2,160.452,3,3
1716.4,145.252,10,13
1716.6,160.452,5,14
1716.8,143.652,2,10
1717,153.148,6,9
1717.2,164,6,7
1717.4,157.2,9,5
1717.6,162.4,5,15
1717.8,154.952,0,9
1718,155.848,4,13
1718.2,167.7,0,11
1718.4,143.5,2,6
1718.6,156.152,8,9
1718.8,138.6,10,7
1719,161.048,8,11
1719.2,153.252,6,4
1719.4,149.352,7,5
1719.6,160.2,5,3
1719.8,158,6,10
1720,163.9,3,14
1720.2,156.3,5,5
1720.4,149.2,7,5
1720.6,156.952,3,8
1720.8,159.5,3,11
1721,138.8,10,12
1721.2,164.7,9,4
1721.4,160.2,6,3
1721.6,140.1,5,3
1721.8,164.152,8,9
1722,149.652,2,10
1722.2,156.152,10,14
1722.4,157.6,10,7
1722.6,158.552,9,3
1722.8,135.8,2,11
1723,153.548,8,14
1723.2,143.948,2,7
1723.4,161.9,4,4
1723.6,159,8,8
1723.8,145.352,4,4
1724,164.852,5,6
1724.2,162.152,1,11
1724.4,164.6,1,15
1724.6,156.748,7,7
1724.8,159.9,3,5
1725,165.7,3,5
1725.2,152.052,3,6
1725.4,153.1,2,7
1725.6,158.4,4,4
1725.8,157.6,2,11
1726,164.6,5,5
1726.2,154,4,10
1726.4,140.648,6,10
1726.6,160,2,10
1726.8,160.9,2,11
1727,144.6,2,6
1727.2,163.848,4,15
1727.4,139.5,3,13
1727.6,162.248,3,10
1727.8,154.748,3,15
1728,140.452,3,13
1728.2,160.4,8,9
1728.4,155.2,5,7
1728.6,146.7,9,13
1728.8,159.9,5,12
1729,158.6,1,14
1729.2,162.452,2,6
1729.4,149.8,6,4
1729.6,146.4,6,10
1729.8,157.8,6,14
1730,162.2,8,11
1730.2,138.5,4,11
1730.4,163.2,8,4
1730.6,160.1,6,11
1730.8,160.852,3,5
1731,159.752,2,5
1731.2,151.448,6,9
1731.4,154.552,10,8
1731.6,163.3,3,8
1731.8,146.648,3,14
1732,165.5,9,8
1732.2,142.152,9,15
1732.4,163,9,15
1732.6,162.5,3,4
1732.8,158.6,7,12
1733,152.952,9,6
1733.2,169.4,0,14
1733.4,146.9,3,8
1733.6,170.3,2,7
1733.8,164.052,4,13
1734,146.952,1,8
1734.2,111.948,9,13
1734.4,58.501,8,5
1734.6,32.15,5,13
1734.8,13.75,7,15
1735,10.85,7,11
1735.2,6.95,9,6
1735.4,4.85,6,7
1735.6,2.45,9,8
1735.8,1.3,8,6
1736,0.7,2,6
1736.2,0.35,0,11
1736.4,0.2,6,14
1736.6,0.35,5,7
1736.8,-0.15,9,3
1737,0,1,15
1737.2,-0.05,5,15
1737.4,0,8,8
1737.6,-0.35,9,8
1737.8,-0.5,9,14
1738,0.05,1,10
1738.2,-0.15,10,11
1738.4,0.05,2,6
1738.6,-0.2,6,7
1738.8,-0.15,2,15
1739,-0.3,5,11
1739.2,0,0,3
1739.4,-0.45,7,8
1739.6,-0.35,8,6
1739.8,-0.15,0,15
1740,-0.15,5,9
1740.2,0,0,15
1740.4,-0.2,5,12
1740.6,-0.05,4,11
1740.8,-0.1,7,5
1741,0,6,8
1741.2,0.05,9,5
1741.4,0.35,7,5
1741.6,1.15,9,8
1741.8,0.65,1,12
1742,0.35,6,10
1742.2,0.45,7,12
1742.4,2.55,1,12
1742.6,0.75,4,10
1742.8,0.2,5,8
1743,0.05,4,14
1743.2,-0.4,10,9
1743.4,-0.35,7,10
1743.6,-0.1,3,8
1743.8,0.2,6,3
1744,-0.1,5,15
1744.2,-0.2,6,3
1744.4,-0.5,4,14
1744.6,0.15,0,15
1744.8,-0.15,1,13
1745,39.1,10,13
1745.2,147.352,4,15
1745.4,170.2,10,7
1745.6,150.348,10,10
1745.8,167.8,0,13
1746,138.952,1,8
1746.2,165.7,10,7
1746.4,152.8,6,5
1746.6,140.2,8,12
1746.8,159.8,10,8
1747,149.148,1,12
1747.2,163.652,7,9
1747.4,164.2,8,15
1747.6,162.9,3,12
1747.8,165.3,8,7
1748,161.7,5,5
1748.2,175.4,7,6
1748.4,164.4,1,8
1748.6,145.252,3,10
1748.8,168.052,1,11
1749,95.45,6,5
1749.2,41.1,8,11
1749.4,17.1,4,12
1749.6,12.8,1,14
1749.8,6.45,5,10
1750,4.55,2,9
1750.2,2.05,6,14
1750.4,1.25,2,12
1750.6,0.5,4,13
1750.8,0.2,6,14
1751,52.2,3,11
1751.2,5.5,2,11
1751.4,1.45,7,7
1751.6,0.6,2,14
1751.8,0.15,1,12
1752,-0.35,9,7
1752.2,-0.35,5,12
1752.4,-0.45,1,5
1752.6,-0.45,2,6
1752.8,-0.4,9,4
1753,-0.25,3,10
1753.2,-0.5,0,12
1753.4,-0.4,9,15
1753.6,-0.4,6,6
1753.8,-0.35,6,4
1754,-0.45,5,11
1754.2,-0.55,8,8
1754.4,-0.3,8,12
1754.6,-0.55,8,9
1754.8,-0.25,0,4
1755,-0.55,10,3
1755.2,-0.55,5,13
1755.4,-0.35,3,13
1755.6,-0.4,5,14
1755.8,-0.4,3,3
1756,-0.45,6,4
1756.2,-0.45,6,8
1756.4,-0.5,10,7
1756.6,-0.3,7,14
1756.8,-0.35,8,5
1757,-0.5,8,14
1757.2,-0.55,3,9
1757.4,-0.55,5,9
1757.6,-0.45,4,6
1757.8,-0.55,8,5
1758,-0.2,3,13
1758.2,-0.55,9,13
1758.4,-0.45,0,6
1758.6,-0.45,8,6
1758.8,-0.6,4,13
1759,-0.45,1,6
1759.2,-0.4,3,14
1759.4,-0.25,0,13
1759.6,-0.45,2,8
1759.8,-0.4,10,13
1760,-0.4,4,14
1760.2,-0.6,0,7
1760.4,-0.6,10,7
1760.6,-0.4,8,14
1760.8,-0.45,6,8
1761,-0.4,0,3
1761.2,-0.6,10,9
1761.4,-0.45,9,13
1761.6,-0.35,10,6
1761.8,-0.5,4,9
1762,-0.45,9,13
1762.2,-0.4,9,14
1762.4,-0.4,10,3
1762.6,-0.3,2,8
1762.8,-0.35,3,10
1763,-0.2,5,9
1763.2,-0.3,0,10
1763.4,-0.35,8,5
1763.6,-0.3,3,13
1763.8,-0.25,6,11
1764,-0.4,2,5
1764.2,-0.35,4,14
1764.4,-0.3,0,8
1764.6,-0.45,3,4
1764.8,-0.2,2,4
1765,-0.35,2,5
1765.2,-0.2,6,11
1765.4,-0.3,7,9
1765.6,-0.35,3,12
1765.8,-0.3,10,4
1766,-0.25,8,11
1766.2,-0.35,10,6
1766.4,-0.5,3,5
1766.6,-0.4,1,14
1766.8,-0.25,5,15
1767,-0.5,6,4
1767.2,-0.45,8,14
1767.4,-0.2,5,11
1767.6,-0.5,5,3
1767.8,-0.35,0,3
1768,-0.3,10,4
1768.2,-0.2,2,15
1768.4,-0.2,4,6
1768.6,-0.35,0,10
1768.8,-0.25,1,7
1769,-0.4,9,4
1769.2,-0.4,0,5
1769.4,-0.3,9,10
1769.6,-0.35,4,3
1769.8,-0.55,7,5
1770,-0.3,2,6
1770.2,-0.25,6,6
1770.4,-0.4,8,13
1770.6,-0.5,4,15
1770.8,-0.3,0,9
1771,-0.5,4,3
1771.2,-0.4,10,14
1771.4,-0.3,1,10
1771.6,-0.25,8,9
1771.8,-0.5,1,3
1772,-0.4,4,14
1772.2,-0.25,9,14
1772.4,-0.25,5,5
1772.6,-0.3,9,12
1772.8,-0.3,10,6
1773,-0.3,1,11
1773.2,-0.3,8,9
1773.4,-0.4,1,9
1773.6,-0.45,1,7
1773.8,-0.3,9,12
1774,-0.15,9,13
1774.2,-0.3,4,15
1774.4,-0.35,8,4
1774.6,-0.35,5,4
1774.8,-0.05,5,3
1775,-0.4,0,4
1775.2,-0.35,6,3
1775.4,-0.45,1,9
1775.6,-0.6,3,6
1775.8,-0.5,3,8
1776,-0.15,4,14
1776.2,-0.45,1,11
1776.4,-0.3,1,8
1776.6,-0.15,4,14
1776.8,-0.25,9,11
1777,-0.25,3,14
1777.2,-0.1,7,13
1777.4,-0.3,3,3
1777.6,-0.35,9,10
1777.8,-0.15,5,5
1778,-0.5,8,13
1778.2,-0.5,9,7
1778.4,-0.4,2,15
1778.6,-0.4,2,6
1778.8,-0.5,4,12
1779,-0.35,5,5
1779.2,-0.35,6,13
1779.4,-0.4,8,10
1779.6,-0.2,5,12
1779.8,-0.3,10,15
1780,-0.35,6,9
1780.2,-0.2,1,14
1780.4,-0.4,5,10
1780.6,-0.35,2,11
1780.8,-0.05,5,5
1781,-0.4,6,6
1781.2,-0.3,10,15
1781.4,-0.5,10,11
1781.6,-0.3,10,3
1781.8,-0.2,3,8
1782,-0.3,8,6
1782.2,-0.45,9,3
1782.4,-0.45,4,13
1782.6,-0.25,6,11
1782.8,-0.15,0,15
1783,-0.45,8,12
1783.2,-0.35,2,10
1783.4,-0.35,5,6
1783.6,-0.3,0,13
1783.8,-0.2,3,12
1784,-0.35,9,9
1784.2,-0.3,8,11
1784.4,-0.45,1,4
1784.6,-0.35,8,12
1784.8,-0.25,9,10
1785,-0.5,0,14
1785.2,-0.65,4,5
1785.4,-0.25,4,6
1785.6,-0.25,4,13
1785.8,-0.4,8,3
1786,-0.3,2,10
1786.2,-0.55,3,13
1786.4,-0.4,5,4
1786.6,-0.3,8,5
1786.8,-0.6,6,11
1787,-0.2,7,12
1787.2,-0.35,1,9
1787.4,-0.3,6,9
1787.6,-0.3,8,15
1787.8,-0.25,6,11
1788,-0.55,9,6
1788.2,-0.35,4,3
1788.4,-0.15,3,6
1788.6,-0.55,1,6
1788.8,-0.2,7,7
1789,-0.25,10,14
1789.2,-0.3,4,4
1789.4,-0.35,5,8
1789.6,-0.3,3,8
1789.8,-0.2,6,7
1790,-0.25,1,12
1790.2,-0.4,4,3
1790.4,-0.4,7,5
1790.6,-0.25,3,15
1790.8,-0.25,5,13
1791,-0.35,7,12
1791.2,-0.35,9,10
1791.4,-0.3,4,13
1791.6,-0.5,8,6
1791.8,-0.4,10,8
1792,-0.1,0,15
1792.2,-0.5,6,14
1792.4,-0.25,1,14
1792.6,-0.35,9,15
1792.8,-0.25,7,4
1793,-0.45,9,12
1793.2,-0.4,2,7
1793.4,-0.2,3,7
1793.6,-0.15,10,3
1793.8,-0.45,6,15
1794,-0.25,8,5
1794.2,-0.2,2,6
1794.4,-0.25,7,10
1794.6,-0.15,7,12
1794.8,-0.25,7,12
1795,-0.4,8,4
1795.2,-0.35,0,3
1795.4,-0.3,4,4
1795.6,-0.15,9,13
1795.8,-0.4,5,10
1796,-0.05,5,6
1796.2,-0.3,0,5
1796.4,-0.35,7,6
1796.6,-0.55,3,10
1796.8,-0.2,9,3
1797,-0.35,6,4
1797.2,-0.4,10,11
1797.4,-0.35,5,3
1797.6,-0.45,2,4
1797.8,-0.45,7,15
1798,-0.5,5,15
1798.2,-0.3,2,5
1798.4,-0.4,3,3
1798.6,-0.4,9,13
1798.8,-0.3,7,7
1799,-0.45,10,15
1799.2,-0.45,4,9
1799.4,-0.2,3,15
1799.6,-0.2,8,5
1799.8,-0.25,7,11
1800,-0.1,7,12
1800.2,-0.5,10,13
1800.4,-0.25,4,7
1800.6,-0.15,3,6
1800.8,-0.5,9,5
1801,-0.3,2,13
1801.2,-0.4,0,6
1801.4,-0.5,1,15
1801.6,-0.2,3,13
1801.8,-0.4,7,11
1802,-0.35,7,10
1802.2,-0.15,9,15
1802.4,-0.4,6,15
1802.6,-0.35,9,13
1802.8,-0.45,7,8
1803,-0.45,7,3
1803.2,-0.1,2,15
1803.4,-0.3,5,6
1803.6,-0.35,2,3
1803.8,-0.5,2,5
1804,-0.55,0,8
1804.2,-0.5,0,4
1804.4,-0.3,6,5
1804.6,-0.4,8,15
1804.8,-0.25,9,15
1805,-0.55,3,12
1805.2,-0.05,5,15
1805.4,-0.35,5,10
1805.6,-0.3,5,8
1805.8,-0.55,2,12
1806,-0.2,7,13
1806.2,-0.6,2,9
1806.4,-0.3,2,7
1806.6,-0.45,9,9
1806.8,-0.3,7,10
1807,-0.4,8,3
1807.2,-0.4,8,5
1807.4,-0.15,7,10
1807.6,-0.45,6,4
1807.8,-0.35,9,14
1808,-0.4,8,5
1808.2,-0.35,0,5
1808.4,-0.2,7,3
1808.6,-0.15,0,8
1808.8,-0.25,8,11
1809,-0.2,2,14
1809.2,-0.2,3,10
1809.4,-0.25,3,6
1809.6,-0.25,4,5
1809.8,-0.35,7,14
1810,-0.3,1,3
1810.2,-0.4,5,14
1810.4,-0.3,4,9
1810.6,-0.45,10,9
1810.8,-0.4,7,3
1811,-0.4,8,10
1811.2,-0.4,9,7
1811.4,-0.25,0,8
1811.6,-0.3,4,9
1811.8,-0.35,3,10
1812,-0.1,1,15
1812.2,-0.2,9,5
1812.4,-0.45,6,7
1812.6,-0.3,10,13
1812.8,-0.15,4,10
1813,-0.45,9,3
1813.2,-0.35,6,5
1813.4,-0.25,10,13
1813.6,-0.45,4,9
1813.8,-0.3,3,11
1814,-0.3,8,7
1814.2,-0.25,9,11
1814.4,-0.3,2,13
1814.6,-0.6,10,14
1814.8,-0.45,6,3
1815,-0.15,9,14
1815.2,-0.4,8,9
1815.4,-0.45,2,7
1815.6,-0.3,2,6
1815.8,-0.35,6,9
1816,-0.3,3,15
1816.2,-0.3,0,9
1816.4,-0.25,3,13
1816.6,-0.1,5,5
1816.8,-0.25,5,6
1817,-0.15,10,6
1817.2,-0.4,3,8
1817.4,-0.3,10,6
1817.6,0,5,3
1817.8,-0.25,4,13
1818,-0.4,6,3
1818.2,-0.3,5,13
1818.4,-0.3,6,3
1818.6,-0.4,3,4
1818.8,-0.25,7,4
1819,-0.25,7,12
1819.2,-0.35,1,5
1819.4,-0.2,10,13
1819.6,-0.35,3,5
1819.8,-0.4,3,14
1820,-0.25,5,14
1820.2,-0.5,1,3
1820.4,-0.25,7,12
1820.6,-0.4,6,3
1820.8,-0.4,2,5
1821,-0.35,8,4
1821.2,-0.35,4,5
1821.4,-0.3,3,6
1821.6,-0.3,5,12
1821.8,-0.15,10,14
1822,-0.15,2,12
1822.2,-0.45,10,13
1822.4,-0.4,0,15
1822.6,-0.1,5,9
1822.8,-0.3,4,8
1823,-0.25,8,7
1823.2,-0.25,7,3
1823.4,-0.25,5,8
1823.6,-0.35,0,4
1823.8,-0.15,2,5
1824,-0.45,7,8
1824.2,-0.3,4,14
1824.4,-0.4,0,15
1824.6,-0.35,2,5
1824.8,-0.3,3,7
1825,-0.4,3,15
1825.2,-0.3,8,15
1825.4,-0.4,6,8
1825.6,-0.45,7,8
1825.8,-0.3,10,4
1826,-0.5,8,5
1826.2,-0.2,8,10
1826.4,-0.1,0,9
1826.6,-0.25,5,10
1826.8,-0.3,7,14
1827,-0.1,8,7
1827.2,-0.4,3,10
1827.4,-0.3,4,14
1827.6,-0.35,4,6
1827.8,-0.05,3,14
1828,-0.2,6,13
1828.2,-0.3,4,5
1828.4,-0.35,3,10
1828.6,-0.2,8,15
1828.8,-0.1,5,9
1829,-0.3,6,15
1829.2,-0.3,7,3
1829.4,-0.35,6,7
1829.6,-0.25,7,10
1829.8,-0.25,0,14
1830,-0.4,3,3
1830.2,-0.35,10,6
1830.4,-0.25,8,13
1830.6,-0.2,10,5
1830.8,-0.6,1,9
1831,-0.1,0,7
1831.2,-0.35,8,8
1831.4,-0.45,1,15
1831.6,-0.5,6,11
1831.8,-0.25,0,5
1832,-0.35,10,6
1832.2,-0.05,5,15
1832.4,-0.2,2,8
1832.6,-0.45,7,3
1832.8,-0.4,8,5
1833,-0.4,4,10
1833.2,-0.2,9,10
1833.4,-0.25,10,3
1833.6,-0.45,5,13
1833.8,-0.3,6,14
1834,-0.5,9,8
1834.2,-0.4,3,3
1834.4,-0.3,4,10
1834.6,-0.4,8,3
1834.8,-0.55,2,3
1835,-0.5,7,13
1835.2,-0.3,4,10
1835.4,-0.35,5,11
1835.6,-0.3,10,6
1835.8,-0.3,0,5
1836,-0.4,8,5
1836.2,-0.2,1,7
1836.4,-0.4,1,10
1836.6,-0.35,5,13
1836.8,-0.25,0,13
1837,-0.25,10,3
1837.2,-0.25,0,15
1837.4,-0.2,3,4
1837.6,-0.3,9,3
1837.8,-0.35,1,6
1838,-0.4,8,6
1838.2,-0.35,1,10
1838.4,-0.3,3,9
1838.6,-0.15,1,13
1838.8,-0.3,10,11
1839,-0.2,1,13
1839.2,-0.35,5,12
1839.4,-0.5,1,13
1839.6,-0.35,0,13
1839.8,-0.35,5,3
1840,-0.35,1,11
1840.2,-0.4,5,5
1840.4,-0.2,1,10
1840.6,-0.45,9,8
1840.8,-7.9,10,11
1841,-0.4,10,13
1841.2,0.35,7,9
1841.4,-0.1,10,8
1841.6,0.55,6,4
1841.8,8.15,0,11
1842,43,8,6
1842.2,56,2,15
1842.4,58.15,8,7
1842.6,47.3,6,5
1842.8,52.75,8,11
1843,57.05,9,4
1843.2,60.75,6,4
1843.4,62.85,4,7
1843.6,67.55,8,12
1843.8,63.701,8,13
1844,65.301,10,5
1844.2,62.65,10,5
1844.4,63.101,5,12
1844.6,60.4,10,5
1844.8,63.25,10,14
1845,60.75,4,9
1845.2,59.8,5,3
1845.4,58.65,8,10
1845.6,42.15,10,10
1845.8,33.2,2,4
1846,22.5,5,15
1846.2,19.1,10,6
1846.4,12.2,1,8
1846.6,8.75,2,6
1846.8,8.9,10,11
1847,6.5,0,13
1847.2,5.15,10,6
1847.4,3.3,9,7
1847.6,2,1,10
1847.8,1.4,2,8
1848,1.15,6,7
1848.2,0.85,3,5
1848.4,0.85,9,7
1848.6,0.45,8,4
1848.8,0.7,0,15
1849,0.5,0,9
1849.2,1.95,9,15
1849.4,1.1,10,13
1849.6,4.55,7,7
1849.8,0.95,2,14
1850,0.2,7,13
1850.2,0.15,3,7
1850.4,0.1,3,9
1850.6,-0.05,0,13
1850.8,0.05,9,10
1851,-0.65,0,8
1851.2,-0.2,6,3
1851.4,-0.15,2,15
1851.6,-0.45,5,5
1851.8,-0.15,8,11
1852,-0.25,4,9
1852.2,-0.15,4,10
1852.4,-0.05,8,6
1852.6,0,8,4
1852.8,-0.2,7,8
1853,-0.05,10,10
1853.2,-0.05,8,8
1853.4,0.15,2,12
1853.6,-0.35,8,12
1853.8,-0.05,3,9
1854,-0.65,2,4
1854.2,-0.25,10,13
1854.4,-0.35,8,7
1854.6,-0.25,2,12
1854.8,-0.15,8,15
1855,-0.05,2,10
1855.2,-0.15,9,8
1855.4,0,6,6
1855.6,-0.25,1,6
1855.8,-0.15,5,7
1856,-0.25,5,4
1856.2,-0.25,2,7
1856.4,-0.45,6,12
1856.6,-0.2,4,8
1856.8,-0.25,5,3
1857,-0.4,7,6
1857.2,-0.4,7,6
1857.4,-0.4,1,8
1857.6,-0.35,3,11
1857.8,-0.3,0,4
1858,-0.25,9,13
1858.2,-0.25,1,15
1858.4,-0.4,4,9
1858.6,-0.45,8,11
1858.8,-0.25,3,6
1859,-0.2,8,8
1859.2,-0.2,8,8
1859.4,-0.3,8,8
1859.6,-0.35,0,4
1859.8,-0.2,5,12
1860,-0.35,7,3
1860.2,-0.35,7,14
1860.4,-0.05,10,14
1860.6,-0.3,4,4
1860.8,-0.2,4,15
1861,-0.1,10,6
1861.2,-0.5,7,10
1861.4,-0.25,3,8
1861.6,-0.45,8,7
1861.8,-0.35,5,14
1862,-0.35,7,12
1862.2,-0.2,5,7
1862.4,-0.3,8,5
1862.6,-0.25,4,9
1862.8,-0.2,5,12
1863,-0.3,10,5
1863.2,-0.15,10,13
1863.4,-0.3,6,15
1863.6,-0.05,7,11
1863.8,-0.4,5,6
1864,-0.65,6,11
1864.2,-0.3,9,8
1864.4,-0.1,10,15
1864.6,-0.2,0,3
1864.8,-0.2,8,8
1865,0,10,6
1865.2,0,7,15
1865.4,-0.25,7,8
1865.6,0,2,3
1865.8,-0.05,6,12
1866,-0.2,8,9
1866.2,-0.5,10,4
1866.4,-0.45,9,8
1866.6,-0.4,10,10
1866.8,-0.1,9,11
1867,-0.3,1,12
1867.2,-0.55,1,7
1867.4,0.1,1,5
1867.6,-0.25,5,6
1867.8,-0.25,8,14
1868,-0.1,7,10
1868.2,-0.25,4,10
1868.4,-0.35,0,13
1868.6,-0.15,6,15
1868.8,-0.1,7,6
1869,-0.45,4,13
1869.2,-0.15,4,14
1869.4,-0.4,4,10
1869.6,-0.35,10,8
1869.8,-0.1,2,11
1870,-0.3,0,12
1870.2,-0.35,0,12
1870.4,-0.3,2,8
1870.6,-0.4,8,3
1870.8,-0.3,5,15
1871,-0.4,5,5
1871.2,-0.2,5,5
1871.4,0.05,2,10
1871.6,5.5,5,6
1871.8,3.5,4,3
1872,2.05,5,9
1872.2,1.2,4,10
1872.4,1.05,9,8
1872.6,0.95,6,6
1872.8,3.3,3,10
1873,61.35,0,3
1873.2,143.948,6,4
1873.4,166.4,3,6
1873.6,194.7,9,9
1873.8,161,10,10
1874,175.7,3,11
1874.2,170.6,10,8
1874.4,171.8,2,4
1874.6,165.548,9,8
1874.8,145.652,0,11
1875,150.648,8,4
1875.2,167,4,3
